SpecID,_SpecID
CNC_Diptera80060,CNC_Diptera80060
CNC_Diptera810,CNC_Diptera810
CNC_Diptera8144,CNC_Diptera8144
CNC_Diptera820,CNC_Diptera820
CNC_Diptera82636,CNC_Diptera82636
CNC_Diptera82937,CNC_Diptera82937
CNC_Diptera82996,CNC_Diptera82996
CNC_Diptera82997,CNC_Diptera82997
CNC_Diptera83003,CNC_Diptera83003
CNC_Diptera83004,CNC_Diptera83004
CNC_Diptera83009,CNC_Diptera83009
CNC_Diptera83043,CNC_Diptera83043
CNC_Diptera83059,CNC_Diptera83059
CNC_Diptera83165,CNC_Diptera83165
CNC_Diptera83190,CNC_Diptera83190
CNC_Diptera83191,CNC_Diptera83191
CNC_Diptera83247,CNC_Diptera83247
CNC_Diptera83251,CNC_Diptera83251
CNC_Diptera83254,CNC_Diptera83254
CNC_Diptera83260,CNC_Diptera83260
CNC_Diptera83263,CNC_Diptera83263
CNC_Diptera8328,CNC_Diptera8328
CNC_Diptera83313,CNC_Diptera83313
CNC_Diptera83322,CNC_Diptera83322
CNC_Diptera83323,CNC_Diptera83323
CNC_Diptera834,CNC_Diptera834
CNC_Diptera846,CNC_Diptera846
CNC_Diptera8565,CNC_Diptera8565
CNC_Diptera8571,CNC_Diptera8571
CNC_Diptera8575,CNC_Diptera8575
CNC_Diptera858,CNC_Diptera858
CNC_Diptera8586,CNC_Diptera8586
CNC_Diptera859,CNC_Diptera859
CNC_Diptera8598,CNC_Diptera8598
CNC_Diptera864,CNC_Diptera864
CNC_Diptera8659,CNC_Diptera8659
CNC_Diptera8798,CNC_Diptera8798
CNC_Diptera8886,CNC_Diptera8886
CNC_Diptera91772,CNC_Diptera91772
CNC_Diptera91816,CNC_Diptera91816
CNC_Diptera91826,CNC_Diptera91826
CNC_Diptera91859,CNC_Diptera91859
CNC_Diptera91860,CNC_Diptera91860
CNC_Diptera91864,CNC_Diptera91864
CNC_Diptera9309,CNC_Diptera9309
CNC_Diptera94,CNC_Diptera94
CNC_Diptera94086,CNC_Diptera94086
CNC_Diptera94092,CNC_Diptera94092
CNC_Diptera94094,CNC_Diptera94094
CNC_Diptera94095,CNC_Diptera94095
CNC_Diptera94100,CNC_Diptera94100
CNC_Diptera9418,CNC_Diptera9418
CNC_Diptera94591,CNC_Diptera94591
CNC_Diptera94592,CNC_Diptera94592
CNC_Diptera94611,CNC_Diptera94611
CNC_Diptera94613,CNC_Diptera94613
CNC_Diptera9483,CNC_Diptera9483
CNC_Diptera95,CNC_Diptera95
CNC_Diptera962,CNC_Diptera962
CNC_Diptera96359,CNC_Diptera96359
CNC_Diptera96360,CNC_Diptera96360
CNC_Diptera96361,CNC_Diptera96361
CNC_Diptera96362,CNC_Diptera96362
CNC_Diptera96369,CNC_Diptera96369
CNC_Diptera96384,CNC_Diptera96384
CNC_Diptera96387,CNC_Diptera96387
CNC_Diptera96390,CNC_Diptera96390
CNC_Diptera96394,CNC_Diptera96394
CNC_Diptera96450,CNC_Diptera96450
CNC_Diptera96464,CNC_Diptera96464
CNC_Diptera96465,CNC_Diptera96465
CNC_Diptera96482,CNC_Diptera96482
CNC_Diptera96483,CNC_Diptera96483
CNC_Diptera96484,CNC_Diptera96484
CNC_Diptera96504,CNC_Diptera96504
CNC_Diptera96505,CNC_Diptera96505
CNC_Diptera96517,CNC_Diptera96517
CNC_Diptera96524,CNC_Diptera96524
CNC_Diptera96526,CNC_Diptera96526
CNC_Diptera96528,CNC_Diptera96528
CNC_Diptera98,CNC_Diptera98
CNC_Diptera9812,CNC_Diptera9812
CNC_Diptera9813,CNC_Diptera9813
CNC_Diptera9815,CNC_Diptera9815
CNC_Diptera9818,CNC_Diptera9818
CNC_Diptera984,CNC_Diptera984
CNC_Diptera9842,CNC_Diptera9842
CNC_Diptera9844,CNC_Diptera9844
CNC_Diptera9863,CNC_Diptera9863
CNC_Diptera9871,CNC_Diptera9871
CNC_Diptera9895,CNC_Diptera9895
CNC_Diptera9898,CNC_Diptera9898
CNC_Diptera9985,CNC_Diptera9985
CNC_Diptera9988,CNC_Diptera9988
CNC_Diptera9989,CNC_Diptera9989
CNC_Diptera9993,CNC_Diptera9993
CNC_Diptera9994,CNC_Diptera9994
USNM_ENT00258026,USNM_ENT00257930
USNM_ENT00258027,USNM_ENT00257931
USNM_ENT00258028,USNM_ENT00257932
USNM_ENT00258029,USNM_ENT00257933
USNM_ENT00258030,USNM_ENT00257934
USNM_ENT00258031,USNM_ENT00257935
USNM_ENT00258032,USNM_ENT00257936
USNM_ENT00258033,USNM_ENT00257937
USNM_ENT00258034,USNM_ENT00257938
USNM_ENT00258035,USNM_ENT00257939
USNM_ENT00258036,USNM_ENT00257940
USNM_ENT00258037,USNM_ENT00257941
USNM_ENT00258038,USNM_ENT00257942
USNM_ENT00258039,USNM_ENT00257943
USNM_ENT00258040,USNM_ENT00257944
USNM_ENT00258041,USNM_ENT00257945
USNM_ENT00258042,USNM_ENT00257946
USNM_ENT00258043,USNM_ENT00257961
USNM_ENT00258044,USNM_ENT00257962
USNM_ENT00258045,USNM_ENT00257963
USNM_ENT00258046,USNM_ENT00257964
USNM_ENT00258047,USNM_ENT00257965
USNM_ENT00258048,USNM_ENT00257966
USNM_ENT00258049,USNM_ENT00257967
USNM_ENT00258050,USNM_ENT00257968
USNM_ENT00258051,USNM_ENT00257969
USNM_ENT00258052,USNM_ENT00257970
USNM_ENT00258053,USNM_ENT00257971
USNM_ENT00258054,USNM_ENT00257972
USNM_ENT00258055,USNM_ENT00257973
USNM_ENT00258056,USNM_ENT00257974
USNM_ENT00258057,USNM_ENT00258025
USNM_ENT00258058,USNM_ENT00258026
USNM_ENT00258059,USNM_ENT00258027
USNM_ENT00258189,USNM_ENT00258028
USNM_ENT00258217,USNM_ENT00258029
USNM_ENT00258218,USNM_ENT00258030
USNM_ENT00258219,USNM_ENT00258031
USNM_ENT00258221,USNM_ENT00258032
USNM_ENT00258222,USNM_ENT00258033
USNM_ENT00258223,USNM_ENT00258034
USNM_ENT00258224,USNM_ENT00258035
USNM_ENT00258225,USNM_ENT00258036
USNM_ENT00258226,USNM_ENT00258037
USNM_ENT00258227,USNM_ENT00258038
USNM_ENT00258228,USNM_ENT00258039
USNM_ENT00258229,USNM_ENT00258040
USNM_ENT00258230,USNM_ENT00258041
USNM_ENT00258231,USNM_ENT00258042
USNM_ENT00258232,USNM_ENT00258043
USNM_ENT00258233,USNM_ENT00258044
USNM_ENT00258234,USNM_ENT00258045
USNM_ENT00258235,USNM_ENT00258046
USNM_ENT00258236,USNM_ENT00258047
USNM_ENT00258237,USNM_ENT00258048
USNM_ENT00258238,USNM_ENT00258049
USNM_ENT00258239,USNM_ENT00258050
USNM_ENT00258240,USNM_ENT00258051
USNM_ENT00258241,USNM_ENT00258052
USNM_ENT00258242,USNM_ENT00258053
USNM_ENT00258243,USNM_ENT00258054
USNM_ENT00258244,USNM_ENT00258055
USNM_ENT00258245,USNM_ENT00258056
USNM_ENT00258246,USNM_ENT00258057
USNM_ENT00258247,USNM_ENT00258058
USNM_ENT00258248,USNM_ENT00258059
USNM_ENT00258249,USNM_ENT00258118
USNM_ENT00258250,USNM_ENT00258189
USNM_ENT00258251,USNM_ENT00258190
USNM_ENT00258277,USNM_ENT00258191
USNM_ENT00258278,USNM_ENT00258192
USNM_ENT00258279,USNM_ENT00258193
USNM_ENT00258280,USNM_ENT00258194
USNM_ENT00258281,USNM_ENT00258195
USNM_ENT00258282,USNM_ENT00258196
USNM_ENT00258283,USNM_ENT00258197
USNM_ENT00258284,USNM_ENT00258198
USNM_ENT00258285,USNM_ENT00258199
USNM_ENT00258286,USNM_ENT00258200
USNM_ENT00258287,USNM_ENT00258201
USNM_ENT00258288,USNM_ENT00258202
USNM_ENT00258289,USNM_ENT00258217
USNM_ENT00258290,USNM_ENT00258218
USNM_ENT00258291,USNM_ENT00258219
USNM_ENT00258292,USNM_ENT00258220F
USNM_ENT00258293,USNM_ENT00258220M
USNM_ENT00258294,USNM_ENT00258221
USNM_ENT00258295,USNM_ENT00258222
USNM_ENT00258296,USNM_ENT00258223
USNM_ENT00258297,USNM_ENT00258224
USNM_ENT00258298,USNM_ENT00258225
USNM_ENT00258299,USNM_ENT00258226
USNM_ENT00258301,USNM_ENT00258227
USNM_ENT00258302,USNM_ENT00258228
USNM_ENT00258307,USNM_ENT00258229
Queensland_Museum19626,USNM_ENT00258230
Jeff_Skevington_Specimen1008,USNM_ENT00258231
Jeff_Skevington_Specimen100,USNM_ENT00258232
Jeff_Skevington_Specimen1033,USNM_ENT00258233
Jeff_Skevington_Specimen10515,USNM_ENT00258234
Jeff_Skevington_Specimen10557,USNM_ENT00258235
Jeff_Skevington_Specimen10559,USNM_ENT00258236
Jeff_Skevington_Specimen1056,USNM_ENT00258237
Jeff_Skevington_Specimen10576,USNM_ENT00258238
Jeff_Skevington_Specimen1057,USNM_ENT00258239
Jeff_Skevington_Specimen107,USNM_ENT00258240
Jeff_Skevington_Specimen110,USNM_ENT00258241
Jeff_Skevington_Specimen112,USNM_ENT00258242
Jeff_Skevington_Specimen115,USNM_ENT00258243
Jeff_Skevington_Specimen11766,USNM_ENT00258244
Jeff_Skevington_Specimen11777,USNM_ENT00258245
Jeff_Skevington_Specimen11779,USNM_ENT00258246
Jeff_Skevington_Specimen11781,USNM_ENT00258247
Jeff_Skevington_Specimen11782,USNM_ENT00258248
Jeff_Skevington_Specimen11785,USNM_ENT00258249
Jeff_Skevington_Specimen1220,USNM_ENT00258250
Jeff_Skevington_Specimen1221,USNM_ENT00258251
Jeff_Skevington_Specimen1222,USNM_ENT00258277
Jeff_Skevington_Specimen1223,USNM_ENT00258278
Jeff_Skevington_Specimen1227,USNM_ENT00258279
Jeff_Skevington_Specimen1241,USNM_ENT00258280
Jeff_Skevington_Specimen12547,USNM_ENT00258281
Jeff_Skevington_Specimen12548,USNM_ENT00258282
Jeff_Skevington_Specimen12613,USNM_ENT00258283
Jeff_Skevington_Specimen12635,USNM_ENT00258284
Jeff_Skevington_Specimen12695,USNM_ENT00258285
Jeff_Skevington_Specimen12696,USNM_ENT00258286
Jeff_Skevington_Specimen12799,USNM_ENT00258287
Jeff_Skevington_Specimen12828,USNM_ENT00258288
Jeff_Skevington_Specimen12836,USNM_ENT00258289
Jeff_Skevington_Specimen12947,USNM_ENT00258290
Jeff_Skevington_Specimen12948,USNM_ENT00258291
Jeff_Skevington_Specimen13201,USNM_ENT00258292
Jeff_Skevington_Specimen13224,USNM_ENT00258293
Jeff_Skevington_Specimen13233,USNM_ENT00258294
Jeff_Skevington_Specimen13234,USNM_ENT00258295
Jeff_Skevington_Specimen13274,USNM_ENT00258296
Jeff_Skevington_Specimen13275,USNM_ENT00258297
Jeff_Skevington_Specimen13293,USNM_ENT00258298
Jeff_Skevington_Specimen13720,USNM_ENT00258299
Jeff_Skevington_Specimen13721,USNM_ENT00258300
Jeff_Skevington_Specimen13737,USNM_ENT00258301
Jeff_Skevington_Specimen13931,USNM_ENT00258302
Jeff_Skevington_Specimen13932,USNM_ENT00258303
Jeff_Skevington_Specimen13933,USNM_ENT00258304
Jeff_Skevington_Specimen13934,USNM_ENT00258305
Jeff_Skevington_Specimen13939,USNM_ENT00258306
Jeff_Skevington_Specimen13940,USNM_ENT00258307
Jeff_Skevington_Specimen13941,USNM_ENT00258308
Jeff_Skevington_Specimen13942,USNM_ENT00258309
Jeff_Skevington_Specimen13943,USNM_ENT00258330
Jeff_Skevington_Specimen13983,USNM_ENT00258331
Jeff_Skevington_Specimen13984,USNM_ENT00258332
Jeff_Skevington_Specimen13985,USNM_ENT00258333
Jeff_Skevington_Specimen14012,USNM_ENT00258334
Jeff_Skevington_Specimen14013,USNM_ENT00258335
Jeff_Skevington_Specimen14023,USNM_ENT00258336
Jeff_Skevington_Specimen14025,USNM_ENT00258337
Jeff_Skevington_Specimen14027,USNM_ENT00258338
Jeff_Skevington_Specimen14028,USNM_ENT00258339
Jeff_Skevington_Specimen14029,USNM_ENT00258340
Jeff_Skevington_Specimen14030,USNM_ENT00258341
Jeff_Skevington_Specimen14345,USNM_ENT00258342
Jeff_Skevington_Specimen14346,USNM_ENT00258343
Jeff_Skevington_Specimen14362,USNM_ENT00258344
Jeff_Skevington_Specimen14380,Queensland_Museum19626
Jeff_Skevington_Specimen14395,Jeff_Skevington_Specimen1008
Jeff_Skevington_Specimen14489,Jeff_Skevington_Specimen100
Jeff_Skevington_Specimen14492,Jeff_Skevington_Specimen1033
Jeff_Skevington_Specimen14495,Jeff_Skevington_Specimen10515
Jeff_Skevington_Specimen14500,Jeff_Skevington_Specimen10557
Jeff_Skevington_Specimen14502,Jeff_Skevington_Specimen10559
Jeff_Skevington_Specimen14506,Jeff_Skevington_Specimen1056
Jeff_Skevington_Specimen14507,Jeff_Skevington_Specimen10576
Jeff_Skevington_Specimen14508,Jeff_Skevington_Specimen1057
Jeff_Skevington_Specimen14509,Jeff_Skevington_Specimen107
Jeff_Skevington_Specimen14512,Jeff_Skevington_Specimen110
Jeff_Skevington_Specimen14540,Jeff_Skevington_Specimen112
Jeff_Skevington_Specimen145,Jeff_Skevington_Specimen115
Jeff_Skevington_Specimen1480,Jeff_Skevington_Specimen11766
Jeff_Skevington_Specimen1486,Jeff_Skevington_Specimen11777
Jeff_Skevington_Specimen1493,Jeff_Skevington_Specimen11779
Jeff_Skevington_Specimen1501,Jeff_Skevington_Specimen11781
Jeff_Skevington_Specimen15210,Jeff_Skevington_Specimen11782
Jeff_Skevington_Specimen1524,Jeff_Skevington_Specimen11785
Jeff_Skevington_Specimen1529,Jeff_Skevington_Specimen1220
Jeff_Skevington_Specimen1551,Jeff_Skevington_Specimen1221
Jeff_Skevington_Specimen15570,Jeff_Skevington_Specimen1222
Jeff_Skevington_Specimen15573,Jeff_Skevington_Specimen1223
Jeff_Skevington_Specimen15574,Jeff_Skevington_Specimen1227
Jeff_Skevington_Specimen15579,Jeff_Skevington_Specimen1241
Jeff_Skevington_Specimen15580,Jeff_Skevington_Specimen12547
Jeff_Skevington_Specimen15581,Jeff_Skevington_Specimen12548
Jeff_Skevington_Specimen15582,Jeff_Skevington_Specimen12613
Jeff_Skevington_Specimen15583,Jeff_Skevington_Specimen12635
Jeff_Skevington_Specimen15584,Jeff_Skevington_Specimen12695
Jeff_Skevington_Specimen15586,Jeff_Skevington_Specimen12696
Jeff_Skevington_Specimen15590,Jeff_Skevington_Specimen12799
Jeff_Skevington_Specimen15591,Jeff_Skevington_Specimen12828
Jeff_Skevington_Specimen15592,Jeff_Skevington_Specimen12836
Jeff_Skevington_Specimen15593,Jeff_Skevington_Specimen12947
Jeff_Skevington_Specimen15595,Jeff_Skevington_Specimen12948
Jeff_Skevington_Specimen15596,Jeff_Skevington_Specimen13201
Jeff_Skevington_Specimen15649,Jeff_Skevington_Specimen13224
Jeff_Skevington_Specimen15650,Jeff_Skevington_Specimen13233
Jeff_Skevington_Specimen15653,Jeff_Skevington_Specimen13234
Jeff_Skevington_Specimen15654,Jeff_Skevington_Specimen13274
Jeff_Skevington_Specimen15655,Jeff_Skevington_Specimen13275
Jeff_Skevington_Specimen15656,Jeff_Skevington_Specimen13293
Jeff_Skevington_Specimen15657,Jeff_Skevington_Specimen13720
Jeff_Skevington_Specimen15662,Jeff_Skevington_Specimen13721
Jeff_Skevington_Specimen15663,Jeff_Skevington_Specimen13737
Jeff_Skevington_Specimen15664,Jeff_Skevington_Specimen13931
Jeff_Skevington_Specimen15665,Jeff_Skevington_Specimen13932
Jeff_Skevington_Specimen15666,Jeff_Skevington_Specimen13933
Jeff_Skevington_Specimen15667,Jeff_Skevington_Specimen13934
Jeff_Skevington_Specimen15670,Jeff_Skevington_Specimen13939
Jeff_Skevington_Specimen15671,Jeff_Skevington_Specimen13940
Jeff_Skevington_Specimen15672,Jeff_Skevington_Specimen13941
Jeff_Skevington_Specimen15673,Jeff_Skevington_Specimen13942
Jeff_Skevington_Specimen15674,Jeff_Skevington_Specimen13943
Jeff_Skevington_Specimen15675,Jeff_Skevington_Specimen13983
Jeff_Skevington_Specimen15679,Jeff_Skevington_Specimen13984
Jeff_Skevington_Specimen15680,Jeff_Skevington_Specimen13985
Jeff_Skevington_Specimen15681,Jeff_Skevington_Specimen14012
Jeff_Skevington_Specimen15683,Jeff_Skevington_Specimen14013
Jeff_Skevington_Specimen15684,Jeff_Skevington_Specimen14023
Jeff_Skevington_Specimen15688,Jeff_Skevington_Specimen14025
Jeff_Skevington_Specimen15689,Jeff_Skevington_Specimen14027
Jeff_Skevington_Specimen15693,Jeff_Skevington_Specimen14028
Jeff_Skevington_Specimen15698,Jeff_Skevington_Specimen14029
Jeff_Skevington_Specimen15700,Jeff_Skevington_Specimen14030
Jeff_Skevington_Specimen15701,Jeff_Skevington_Specimen14345
Jeff_Skevington_Specimen15702,Jeff_Skevington_Specimen14346
Jeff_Skevington_Specimen15703,Jeff_Skevington_Specimen14362
Jeff_Skevington_Specimen15704,Jeff_Skevington_Specimen14380
Jeff_Skevington_Specimen15706,Jeff_Skevington_Specimen14395
Jeff_Skevington_Specimen15709,Jeff_Skevington_Specimen14489
Jeff_Skevington_Specimen15717,Jeff_Skevington_Specimen14492
Jeff_Skevington_Specimen15718,Jeff_Skevington_Specimen14495
Jeff_Skevington_Specimen15726,Jeff_Skevington_Specimen14500
Jeff_Skevington_Specimen15730,Jeff_Skevington_Specimen14502
Jeff_Skevington_Specimen15734,Jeff_Skevington_Specimen14506
Jeff_Skevington_Specimen15751,Jeff_Skevington_Specimen14507
Jeff_Skevington_Specimen1576,Jeff_Skevington_Specimen14508
Jeff_Skevington_Specimen15822,Jeff_Skevington_Specimen14509
Jeff_Skevington_Specimen15826,Jeff_Skevington_Specimen14512
Jeff_Skevington_Specimen15827,Jeff_Skevington_Specimen14540
Jeff_Skevington_Specimen15829,Jeff_Skevington_Specimen145
Jeff_Skevington_Specimen15831,Jeff_Skevington_Specimen1480
Jeff_Skevington_Specimen15833,Jeff_Skevington_Specimen1486
Jeff_Skevington_Specimen15846,Jeff_Skevington_Specimen1493
Jeff_Skevington_Specimen15862,Jeff_Skevington_Specimen1501
Jeff_Skevington_Specimen15870,Jeff_Skevington_Specimen15210
Jeff_Skevington_Specimen15871,Jeff_Skevington_Specimen1524
Jeff_Skevington_Specimen15872,Jeff_Skevington_Specimen1529
Jeff_Skevington_Specimen15873,Jeff_Skevington_Specimen1551
Jeff_Skevington_Specimen15874,Jeff_Skevington_Specimen15570
Jeff_Skevington_Specimen15875,Jeff_Skevington_Specimen15573
Jeff_Skevington_Specimen15876,Jeff_Skevington_Specimen15574
Jeff_Skevington_Specimen15877,Jeff_Skevington_Specimen15579
Jeff_Skevington_Specimen15878,Jeff_Skevington_Specimen15580
Jeff_Skevington_Specimen15879,Jeff_Skevington_Specimen15581
Jeff_Skevington_Specimen15880,Jeff_Skevington_Specimen15582
Jeff_Skevington_Specimen15882,Jeff_Skevington_Specimen15583
Jeff_Skevington_Specimen15883,Jeff_Skevington_Specimen15584
Jeff_Skevington_Specimen15884,Jeff_Skevington_Specimen15586
Jeff_Skevington_Specimen15885,Jeff_Skevington_Specimen15590
Jeff_Skevington_Specimen15886,Jeff_Skevington_Specimen15591
Jeff_Skevington_Specimen15888,Jeff_Skevington_Specimen15592
Jeff_Skevington_Specimen15889,Jeff_Skevington_Specimen15593
Jeff_Skevington_Specimen15890,Jeff_Skevington_Specimen15595
Jeff_Skevington_Specimen15891,Jeff_Skevington_Specimen15596
Jeff_Skevington_Specimen15904,Jeff_Skevington_Specimen15649
Jeff_Skevington_Specimen15913,Jeff_Skevington_Specimen15650
Jeff_Skevington_Specimen15914,Jeff_Skevington_Specimen15653
Jeff_Skevington_Specimen15915,Jeff_Skevington_Specimen15654
Jeff_Skevington_Specimen15920,Jeff_Skevington_Specimen15655
Jeff_Skevington_Specimen15921,Jeff_Skevington_Specimen15656
Jeff_Skevington_Specimen15922,Jeff_Skevington_Specimen15657
Jeff_Skevington_Specimen15923,Jeff_Skevington_Specimen15662
Jeff_Skevington_Specimen15924,Jeff_Skevington_Specimen15663
Jeff_Skevington_Specimen15925,Jeff_Skevington_Specimen15664
Jeff_Skevington_Specimen15926,Jeff_Skevington_Specimen15665
Jeff_Skevington_Specimen15928,Jeff_Skevington_Specimen15666
Jeff_Skevington_Specimen15929,Jeff_Skevington_Specimen15667
Jeff_Skevington_Specimen15931,Jeff_Skevington_Specimen15670
Jeff_Skevington_Specimen15932,Jeff_Skevington_Specimen15671
Jeff_Skevington_Specimen15935,Jeff_Skevington_Specimen15672
Jeff_Skevington_Specimen15938,Jeff_Skevington_Specimen15673
Jeff_Skevington_Specimen15939,Jeff_Skevington_Specimen15674
Jeff_Skevington_Specimen15940,Jeff_Skevington_Specimen15675
Jeff_Skevington_Specimen15942,Jeff_Skevington_Specimen15679
Jeff_Skevington_Specimen15944,Jeff_Skevington_Specimen15680
Jeff_Skevington_Specimen15946,Jeff_Skevington_Specimen15681
Jeff_Skevington_Specimen15947,Jeff_Skevington_Specimen15683
Jeff_Skevington_Specimen15948,Jeff_Skevington_Specimen15684
Jeff_Skevington_Specimen15949,Jeff_Skevington_Specimen15688
Jeff_Skevington_Specimen15954,Jeff_Skevington_Specimen15689
Jeff_Skevington_Specimen15967,Jeff_Skevington_Specimen15693
Jeff_Skevington_Specimen15968,Jeff_Skevington_Specimen15698
Jeff_Skevington_Specimen15969,Jeff_Skevington_Specimen15700
Jeff_Skevington_Specimen15970,Jeff_Skevington_Specimen15701
Jeff_Skevington_Specimen15971,Jeff_Skevington_Specimen15702
Jeff_Skevington_Specimen15972,Jeff_Skevington_Specimen15703
Jeff_Skevington_Specimen15973,Jeff_Skevington_Specimen15704
Jeff_Skevington_Specimen15975,Jeff_Skevington_Specimen15706
Jeff_Skevington_Specimen15978,Jeff_Skevington_Specimen15709
Jeff_Skevington_Specimen15981,Jeff_Skevington_Specimen15717
Jeff_Skevington_Specimen15983,Jeff_Skevington_Specimen15718
Jeff_Skevington_Specimen15984,Jeff_Skevington_Specimen15726
Jeff_Skevington_Specimen15987,Jeff_Skevington_Specimen15730
Jeff_Skevington_Specimen15988,Jeff_Skevington_Specimen15734
Jeff_Skevington_Specimen15989,Jeff_Skevington_Specimen15751
Jeff_Skevington_Specimen15991,Jeff_Skevington_Specimen1576
Jeff_Skevington_Specimen15997,Jeff_Skevington_Specimen15822
Jeff_Skevington_Specimen16002,Jeff_Skevington_Specimen15826
Jeff_Skevington_Specimen16003,Jeff_Skevington_Specimen15827
Jeff_Skevington_Specimen16022,Jeff_Skevington_Specimen15829
Jeff_Skevington_Specimen16023,Jeff_Skevington_Specimen15831
Jeff_Skevington_Specimen16027,Jeff_Skevington_Specimen15833
Jeff_Skevington_Specimen16032,Jeff_Skevington_Specimen15846
Jeff_Skevington_Specimen16033,Jeff_Skevington_Specimen15862
Jeff_Skevington_Specimen16035,Jeff_Skevington_Specimen15870
Jeff_Skevington_Specimen16036,Jeff_Skevington_Specimen15871
Jeff_Skevington_Specimen16037,Jeff_Skevington_Specimen15872
Jeff_Skevington_Specimen16039,Jeff_Skevington_Specimen15873
Jeff_Skevington_Specimen16047,Jeff_Skevington_Specimen15874
Jeff_Skevington_Specimen16051,Jeff_Skevington_Specimen15875
Jeff_Skevington_Specimen16052,Jeff_Skevington_Specimen15876
Jeff_Skevington_Specimen16053,Jeff_Skevington_Specimen15877
Jeff_Skevington_Specimen16054,Jeff_Skevington_Specimen15878
Jeff_Skevington_Specimen16058,Jeff_Skevington_Specimen15879
Jeff_Skevington_Specimen16060,Jeff_Skevington_Specimen15880
Jeff_Skevington_Specimen16061,Jeff_Skevington_Specimen15882
Jeff_Skevington_Specimen16063,Jeff_Skevington_Specimen15883
Jeff_Skevington_Specimen16064,Jeff_Skevington_Specimen15884
Jeff_Skevington_Specimen16065,Jeff_Skevington_Specimen15885
Jeff_Skevington_Specimen16066,Jeff_Skevington_Specimen15886
Jeff_Skevington_Specimen16070,Jeff_Skevington_Specimen15888
Jeff_Skevington_Specimen16075,Jeff_Skevington_Specimen15889
Jeff_Skevington_Specimen16076,Jeff_Skevington_Specimen15890
Jeff_Skevington_Specimen16077,Jeff_Skevington_Specimen15891
Jeff_Skevington_Specimen16078,Jeff_Skevington_Specimen15904
Jeff_Skevington_Specimen16080,Jeff_Skevington_Specimen15913
Jeff_Skevington_Specimen16081,Jeff_Skevington_Specimen15914
Jeff_Skevington_Specimen16082,Jeff_Skevington_Specimen15915
Jeff_Skevington_Specimen16083,Jeff_Skevington_Specimen15920
Jeff_Skevington_Specimen16084,Jeff_Skevington_Specimen15921
Jeff_Skevington_Specimen16085,Jeff_Skevington_Specimen15922
Jeff_Skevington_Specimen16087,Jeff_Skevington_Specimen15923
Jeff_Skevington_Specimen16089,Jeff_Skevington_Specimen15924
Jeff_Skevington_Specimen1608,Jeff_Skevington_Specimen15925
Jeff_Skevington_Specimen16090,Jeff_Skevington_Specimen15926
Jeff_Skevington_Specimen16093,Jeff_Skevington_Specimen15928
Jeff_Skevington_Specimen16094,Jeff_Skevington_Specimen15929
Jeff_Skevington_Specimen16095,Jeff_Skevington_Specimen15931
Jeff_Skevington_Specimen16096,Jeff_Skevington_Specimen15932
Jeff_Skevington_Specimen16097,Jeff_Skevington_Specimen15935
Jeff_Skevington_Specimen16098,Jeff_Skevington_Specimen15938
Jeff_Skevington_Specimen16100,Jeff_Skevington_Specimen15939
Jeff_Skevington_Specimen16101,Jeff_Skevington_Specimen15940
Jeff_Skevington_Specimen16102,Jeff_Skevington_Specimen15942
Jeff_Skevington_Specimen16103,Jeff_Skevington_Specimen15944
Jeff_Skevington_Specimen16104,Jeff_Skevington_Specimen15946
Jeff_Skevington_Specimen16105,Jeff_Skevington_Specimen15947
Jeff_Skevington_Specimen16106,Jeff_Skevington_Specimen15948
Jeff_Skevington_Specimen16110,Jeff_Skevington_Specimen15949
Jeff_Skevington_Specimen16111,Jeff_Skevington_Specimen15954
Jeff_Skevington_Specimen16112,Jeff_Skevington_Specimen15967
Jeff_Skevington_Specimen16113,Jeff_Skevington_Specimen15968
Jeff_Skevington_Specimen16114,Jeff_Skevington_Specimen15969
Jeff_Skevington_Specimen16115,Jeff_Skevington_Specimen15970
Jeff_Skevington_Specimen16116,Jeff_Skevington_Specimen15971
Jeff_Skevington_Specimen16118,Jeff_Skevington_Specimen15972
Jeff_Skevington_Specimen16121,Jeff_Skevington_Specimen15973
Jeff_Skevington_Specimen16123,Jeff_Skevington_Specimen15975
Jeff_Skevington_Specimen16125,Jeff_Skevington_Specimen15978
Jeff_Skevington_Specimen16126,Jeff_Skevington_Specimen15981
Jeff_Skevington_Specimen16127,Jeff_Skevington_Specimen15983
Jeff_Skevington_Specimen16128,Jeff_Skevington_Specimen15984
Jeff_Skevington_Specimen16129,Jeff_Skevington_Specimen15987
Jeff_Skevington_Specimen16135,Jeff_Skevington_Specimen15988
Jeff_Skevington_Specimen16136,Jeff_Skevington_Specimen15989
Jeff_Skevington_Specimen16137,Jeff_Skevington_Specimen15991
Jeff_Skevington_Specimen16138,Jeff_Skevington_Specimen15997
Jeff_Skevington_Specimen16139,Jeff_Skevington_Specimen16002
Jeff_Skevington_Specimen16140,Jeff_Skevington_Specimen16003
Jeff_Skevington_Specimen16143,Jeff_Skevington_Specimen16022
Jeff_Skevington_Specimen16146,Jeff_Skevington_Specimen16023
Jeff_Skevington_Specimen16147,Jeff_Skevington_Specimen16027
Jeff_Skevington_Specimen16151,Jeff_Skevington_Specimen16032
Jeff_Skevington_Specimen16153,Jeff_Skevington_Specimen16033
Jeff_Skevington_Specimen16157,Jeff_Skevington_Specimen16035
Jeff_Skevington_Specimen16158,Jeff_Skevington_Specimen16036
